timestamp,occupancy,outdoor_temp,humidity,wind_speed,solar_radiation,hour,day_of_week,energy_consumption
2023-01-01 00:00:00,396,26.30606177684237,61.57474370679294,0.6249433841406526,89.2861176831696,0,6,1362.9849308820562
2023-01-01 01:00:00,134,26.97184337214503,67.33360373891975,7.160385115336343,318.3450838985176,1,6,913.591407026262
2023-01-01 02:00:00,422,16.869181170051554,79.9197475312836,4.996184347659949,229.0083288405243,2,6,1364.7347344992584
2023-01-01 03:00:00,403,19.393778155448764,77.94493946630604,6.047943241663761,296.91202483691296,3,6,1628.3377938449742
2023-01-01 04:00:00,222,27.175066667825543,76.32622426226904,5.907311054460144,90.31734090692166,4,6,1239.0441743460804
2023-01-01 05:00:00,123,21.882603364801625,55.13906539485452,5.945534017269159,94.7390567688918,5,6,967.6705167481114
2023-01-01 06:00:00,56,28.018743286764558,58.45992904673163,5.816686488967203,203.7581861248192,6,6,1210.2162604801117
2023-01-01 07:00:00,186,27.141639590043276,60.01405575022145,5.166000338683411,236.4673595933392,7,6,1311.9104394416795
2023-01-01 08:00:00,462,18.228522729803455,41.53272865545364,5.548876800636696,239.99615542759256,8,6,1570.938449704366
2023-01-01 09:00:00,245,29.43701195562823,68.95488817368846,5.7153936502283225,326.7324613957667,9,6,1434.7042949394793
2023-01-01 10:00:00,262,31.793561725232667,71.89632375086389,3.6432691488455577,245.65167399719058,10,6,1586.807525633241
2023-01-01 11:00:00,70,34.35160648434285,52.29360785130033,6.284270656743244,102.28036992675737,11,6,902.8579690048329
2023-01-01 12:00:00,351,32.416093876913905,67.10554940052175,-0.47924595771392475,212.09856084760895,12,6,1874.25139414718
2023-01-01 13:00:00,167,25.230052588597186,63.669709920858324,5.208380769036356,76.54408507413184,13,6,1533.7603867973282
2023-01-01 14:00:00,383,21.98987698568594,55.638085250144336,6.366810502829716,392.2732908273624,14,6,1609.6355105080447
2023-01-01 15:00:00,392,14.738257681391115,78.85857543437032,5.882319629234771,161.77834202645604,15,6,1709.7864904847997
2023-01-01 16:00:00,317,23.27297492117236,71.30943258834735,0.22520465228453102,173.32094100528525,16,6,1578.2211892352589
2023-01-01 17:00:00,297,28.18555032964709,54.47140116220802,6.736282513795038,0.0,17,6,1568.592909064205
2023-01-01 18:00:00,179,29.46119679914846,41.02497785921963,7.648471956480217,44.690205737190155,18,6,1034.0563654618488
2023-01-01 19:00:00,79,28.433101978014818,65.97586727260975,3.5712180581070876,0.0,19,6,1037.2796420045042
2023-01-01 20:00:00,186,23.461895018641872,70.39984657699506,5.219517899880584,313.30333156816164,20,6,1351.8889380340531
2023-01-01 21:00:00,473,20.049847905882302,45.40316444977278,4.365443691348068,338.96865153406685,21,6,1448.5999403589503
